N,Permanent,Error,Epochs
15,4449015232.0,0.1444586236471667,6
13,276288560.0,0.11789862381562233,6
15,2258613278.0,0.2176924211812767,9
10,255994.0,0.1973366563278827,6
15,1803044509.0,0.46399310711635905,8
11,687370.0,0.04088191221612814,7
14,155313356.0,0.2939134287974564,8
14,367225340.0,0.37620352941874874,7
12,4871184.0,0.10584469812677985,7
15,8654205410.0,0.010074824535508686,7
13,30821814.0,0.344671893743827,7
15,4791244443.0,0.061116246203596174,7
11,1697747.0,0.1003029308842837,6
10,151431.0,0.1664652548025173,6
14,409994882.0,0.10624333110577708,7
13,59709408.0,0.435608589520767,7
11,203693.0,-0.06468558075142494,6
13,70044855.0,0.028956773484647803,7
15,2744823816.0,0.5915527275503646,7
10,142216.0,0.22909517916408842,6
14,2083821364.0,0.08283829457849824,7
13,199475170.0,0.11040842827706325,6
11,562246.0,0.13614681118229388,7
13,43287656.0,0.17581545648948976,7
13,12142861.0,0.4275147347894372,8
10,150874.0,0.03957607009822766,6
14,2014084616.0,0.06018655573704059,7
15,9627609030.0,0.1503412513418194,7
12,2622813.0,0.34383922910249415,7
10,199344.0,-0.023547234930572276,6
12,4509242.0,0.2824989211047001,7
13,55105430.0,-0.048976806822848495,7
10,54012.0,0.1607605717248019,7
13,38355465.0,0.25183342191262703,7
11,151636.0,0.20654066316705796,6
12,16856714.0,0.1429770357378075,6
11,562154.0,0.1170462186518285,7
15,11655950408.0,0.08481831385636761,7
15,1860272817.0,0.5333378856763674,9
15,7941470026.0,0.24841445104511184,7
15,7668255740.0,-0.003995011126219951,7
10,104703.0,-0.009178342549879183,6
13,68952096.0,0.027061860454539337,7
14,922046572.0,0.49597111673877575,7
10,10379.0,0.6749205125734656,7
12,766908.0,0.29115095943711633,8
13,37618356.0,-0.023464183283288614,7
12,4442911.0,0.28363048460795187,7
15,15266628006.0,0.18624008450867863,7
10,156473.0,0.12764502502029104,6
13,62102699.0,0.28273759889244104,7
14,256952954.0,0.0457508108663347,7
13,93381148.0,0.268322627603593,7
11,768798.0,0.16413544260000676,6
15,3015041277.0,0.20521538087055516,8
14,262903928.0,0.22588770145724107,7
11,200304.0,0.3028995926192188,7
15,8974283486.0,0.024201857155373575,7
14,536549414.0,0.1657954210346039,7
13,13556028.0,0.4773549449735571,7
14,272412844.0,0.2849567731835728,6
15,2855115170.0,0.36586121322734594,8
15,3429875381.0,0.26756649500555135,7
14,133893772.0,0.3240923409043999,9
14,972712145.0,0.35798054726663253,7
12,2666810.0,0.5204798992054177,7
14,557754822.0,0.35281232584305655,7
14,220673048.0,0.399159040029211,7
15,4320185776.0,0.42880463990491136,6
13,57614850.0,0.11346758691552612,7
12,3125768.0,0.2874947852815692,7
10,86990.0,-0.1329003333716519,6
13,64854287.0,0.10511252710248746,7
15,6013133461.0,0.2744670580994444,7
15,3996049239.0,0.27469155341906937,6
14,476733266.0,0.29253719416341295,7
11,2245359.0,0.06850485824315844,6
10,103572.0,0.13189858262850965,6
11,964948.0,0.2061841674370018,6
11,921522.0,-0.003972775473618644,7
10,61043.0,0.2426813885293973,6
15,6863745510.0,0.10351927500295681,7
11,3096334.0,0.12360359056871771,6
10,37876.0,0.6027827648114902,7
12,2788921.0,0.21243735480495862,7
11,813336.0,0.3225567293221989,6
11,260049.0,0.17114082346019405,7
14,1116833197.0,0.12770970668057605,7
13,49949418.0,0.13976635323358522,7
13,28894484.0,0.22761617753755353,7
13,94700492.0,0.16624737282251922,7
10,59888.0,0.3229528453112477,7
13,53104414.0,0.5511486860583755,7
12,7639239.0,0.2127380750883694,7
10,66639.0,0.13185972178454058,7
15,1971686107.0,0.12330591879552154,9
14,885523399.0,0.07625047409955567,7
10,14878.0,0.19431375184836672,7
10,448168.0,0.10054042234162189,6
13,14925516.0,0.5867588765440337,6
14,759470784.0,0.3836272061256803,7
11,784759.0,0.46646550087351657,7
11,886290.0,0.29137641178395335,6
13,135321550.0,0.07859238975610315,7
13,77315656.0,0.05356590390955229,7
13,84536170.0,-0.028001812715196348,7
15,5856370230.0,0.18180532141664138,7
12,4523840.0,0.30387325811699795,7
13,24019550.0,0.16364344877401948,6
15,3537575966.0,0.4121569733097853,7
10,103269.0,0.4837075986017101,6
12,13619820.0,0.10510924520294689,6
14,783643790.0,-0.0016211102751161979,7
13,34419762.0,0.2313874802504445,7
13,138832879.0,0.15859114324064402,7
14,1062180880.0,0.10533157403473503,7
13,51640650.0,0.24178529898442408,7
